chapter,paragraph,sentence,text
CHAPTER VI,12,3,"But no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face, than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes."
CHAPTER VI,12,4,To this discovery succeeded some others equally mortifying.
CHAPTER VI,12,5,"Though he had detected with a critical eye more than one failure of perfect symmetry in her form, he was forced to acknowledge her figure to be light and pleasing; and in spite of his asserting that her manners were not those of the fashionable world, he was caught by their easy playfulness."
CHAPTER VI,12,6,"Of this she was perfectly unaware: to her he was only the man who made himself agreeable nowhere, and who had not thought her handsome enough to dance with."
CHAPTER VI,13,1,"He began to wish to know more of her; and, as a step towards conversing with her himself, attended to her conversation with others."
CHAPTER VI,13,2,His doing so drew her notice.
CHAPTER VI,13,3,"It was at Sir William Lucas’s, where a large party were assembled."
CHAPTER VI,14,1,"“What does Mr. Darcy mean,” said she to Charlotte, “by listening to my conversation with Colonel Forster?”"
CHAPTER VI,15,1,“That is a question which Mr. Darcy only can answer.”
CHAPTER VI,16,1,"“But if he does it any more, I shall certainly let him know that I see what he is about."
CHAPTER VI,16,2,"He has a very satirical eye, and if I do not begin by being impertinent myself, I shall soon grow afraid of him.”"
CHAPTER VI,17,1,"On his approaching them soon afterwards, though without seeming to have any intention of speaking, Miss Lucas defied her friend to mention such a subject to him, which immediately provoking Elizabeth to do it, she turned to him and said,--"
CHAPTER VI,18,1,"“Did not you think, Mr. Darcy, that I expressed myself uncommonly well just now, when I was teasing Colonel Forster to give us a ball at Meryton?”"
CHAPTER VI,19,1,“With great energy; but it is a subject which always makes a lady energetic.”
CHAPTER VI,20,1,“You are severe on us.”
CHAPTER VI,21,1,"“It will be _her_ turn soon to be teased,” said Miss Lucas."
CHAPTER VI,21,2,"“I am going to open the instrument, Eliza, and you know what follows.”"
CHAPTER VI,22,1,“You are a very strange creature by way of a friend!--always wanting me to play and sing before anybody and everybody!
CHAPTER VI,22,2,"If my vanity had taken a musical turn, you would have been invaluable; but as it is, I would really rather not sit down before those who must be in the habit of hearing the very best performers.” On Miss Lucas’s persevering, however, she added, “Very well; if it must be so, it must.” And gravely glancing at Mr. Darcy, “There is a very fine old saying, which everybody here is of course familiar with--‘Keep your breath to cool your porridge,’--and I shall keep mine to swell my song.”"
CHAPTER VI,23,1,"Her performance was pleasing, though by no means capital."
CHAPTER VI,23,2,"After a song or two, and before she could reply to the entreaties of several that she would sing again, she was eagerly succeeded at the instrument by her sister Mary, who having, in consequence of being the only plain one in the family, worked hard for knowledge and accomplishments, was always impatient for display."
CHAPTER VI,24,1,"Mary had neither genius nor taste; and though vanity had given her application, it had given her likewise a pedantic air and conceited manner, which would have injured a higher degree of excellence than she had reached."
CHAPTER VI,24,2,"Elizabeth, easy and unaffected, had been listened to with much more pleasure, though not playing half so well; and Mary, at the end of a long concerto, was glad to purchase praise and gratitude by Scotch and Irish airs, at the request of her younger sisters, who with some of the Lucases, and two or three officers, joined eagerly in dancing at one end of the room."
CHAPTER VI,25,1,"Mr. Darcy stood near them in silent indignation at such a mode of passing the evening, to the exclusion of all conversation, and was too much engrossed by his own thoughts to perceive that Sir William Lucas was his neighbour, till Sir William thus began:--"
CHAPTER VI,26,1,"“What a charming amusement for young people this is, Mr. Darcy!"
CHAPTER VI,26,2,"There is nothing like dancing, after all."
CHAPTER VI,26,3,I consider it as one of the first refinements of polished societies.”
CHAPTER VI,27,1,"“Certainly, sir; and it has the advantage also of being in vogue amongst the less polished societies of the world: every savage can dance.”"
CHAPTER VI,28,1,Sir William only smiled.
CHAPTER VI,28,2,"“Your friend performs delightfully,” he continued, after a pause, on seeing Bingley join the group; “and I doubt not that you are an adept in the science yourself, Mr. Darcy.”"
CHAPTER VI,29,1,"“You saw me dance at Meryton, I believe, sir.”"
CHAPTER VI,30,1,"“Yes, indeed, and received no inconsiderable pleasure from the sight."
CHAPTER VI,30,2,Do you often dance at St. James’s?”
CHAPTER VI,31,1,“Do you not think it would be a proper compliment to the place?”
CHAPTER VI,32,1,“It is a compliment which I never pay to any place if I can avoid it.”
CHAPTER VI,33,1,"“You have a house in town, I conclude?”"
CHAPTER VI,34,1,"“I had once some thoughts of fixing in town myself, for I am fond of superior society; but I did not feel quite certain that the air of London would agree with Lady Lucas.”"
CHAPTER VI,35,1,"He paused in hopes of an answer: but his companion was not disposed to make any; and Elizabeth at that instant moving towards them, he was struck with the notion of doing a very gallant thing, and called out to her,--"
CHAPTER VI,36,1,"“My dear Miss Eliza, why are not you dancing?"
CHAPTER VI,36,2,"Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner."
CHAPTER VI,36,3,"You cannot refuse to dance, I am sure, when so much beauty is before you.” And, taking her hand, he would have given it to Mr. Darcy, who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William,--"
CHAPTER VI,37,1,"“Indeed, sir, I have not the least intention of dancing."
CHAPTER VI,37,2,I entreat you not to suppose that I moved this way in order to beg for a partner.”
CHAPTER VI,38,1,"Mr. Darcy, with grave propriety, requested to be allowed the honour of her hand, but in vain."
CHAPTER VI,38,2,Elizabeth was determined; nor did Sir William at all shake her purpose by his attempt at persuasion.
CHAPTER VI,39,1,"“You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour.”"
CHAPTER VI,40,1,“Mr.
CHAPTER VI,40,2,"Darcy is all politeness,” said Elizabeth, smiling."
CHAPTER VI,41,1,"“He is, indeed: but considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance; for who would object to such a partner?”"
CHAPTER VI,42,1,"Elizabeth looked archly, and turned away."
CHAPTER VI,42,2,"Her resistance had not injured her with the gentleman, and he was thinking of her with some complacency, when thus accosted by Miss Bingley,--"
CHAPTER VI,43,1,“I can guess the subject of your reverie.”
CHAPTER VI,44,1,“I should imagine not.”
CHAPTER VI,45,1,"“You are considering how insupportable it would be to pass many evenings in this manner,--in such society; and, indeed, I am quite of your opinion."
CHAPTER VI,45,2,I was never more annoyed!
CHAPTER VI,45,3,"The insipidity, and yet the noise--the nothingness, and yet the self-importance, of all these people!"
CHAPTER VI,45,4,What would I give to hear your strictures on them!”
CHAPTER VI,46,1,"“Your conjecture is totally wrong, I assure you."
CHAPTER VI,46,2,My mind was more agreeably engaged.
CHAPTER VI,46,3,I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow.”
CHAPTER VI,47,1,"Miss Bingley immediately fixed her eyes on his face, and desired he would tell her what lady had the credit of inspiring such reflections."
CHAPTER VI,47,2,"Mr. Darcy replied, with great intrepidity,--"
CHAPTER VI,48,1,“Miss Elizabeth Bennet.”
CHAPTER VI,49,1,“Miss Elizabeth Bennet!” repeated Miss Bingley.
CHAPTER VI,49,2,“I am all astonishment.
CHAPTER VI,49,3,How long has she been such a favourite?
CHAPTER VI,49,4,and pray when am I to wish you joy?”
CHAPTER VI,50,1,“That is exactly the question which I expected you to ask.
CHAPTER VI,50,2,"A lady’s imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment."
CHAPTER VI,50,3,I knew you would be wishing me joy.”
CHAPTER VI,51,1,"“Nay, if you are so serious about it, I shall consider the matter as absolutely settled."
CHAPTER VI,51,2,"You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.”"
CHAPTER VI,52,1,"He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was safe, her wit flowed along."
CHAPTER VII,1,1,"Mr. Bennet’s property consisted almost entirely in an estate of two thousand a year, which, unfortunately for his daughters, was entailed, in default of heirs male, on a distant relation; and their mother’s fortune, though ample for her situation in life, could but ill supply the deficiency of his."
CHAPTER VII,1,2,"Her father had been an attorney in Meryton, and had left her four thousand pounds."
CHAPTER VII,2,1,"She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in a respectable line of trade."
